interval_begin,interval_end,edge_id,edge_speed,edge_density,edge_laneDensity,edge_left,edge_occupancy,edge_traveltime,edge_waitingTime,edge_entered
21600.0,22200.0,15868,11.42,78.68,39.34,19,0.76,0.02,0.0,18
21600.0,22200.0,15869,8.89,4.99,4.99,16,1.45,0.82,0.0,15
21600.0,22200.0,1587,20.75,2.54,1.27,30,0.83,8.82,0.0,31
21600.0,22200.0,15870,9.65,6.18,6.18,21,2.54,1.12,0.0,21
21600.0,22200.0,15871,7.3,2.72,2.72,9,1.06,2.1,0.0,9
21600.0,22200.0,15872,14.62,7.29,7.29,58,3.31,3.34,0.0,58
21600.0,22200.0,15873,8.86,2.63,2.63,6,0.57,0.43,0.0,6
21600.0,22200.0,15874,28.54,5.07,1.69,82,0.88,12.75,0.0,88
21600.0,22200.0,15875,15.92,0.68,0.68,6,0.43,4.37,0.0,5
21600.0,22200.0,15876,18.34,0.09,0.09,1,0.04,6.03,0.0,0
21600.0,22200.0,15877,27.4,0.32,0.32,5,0.22,7.37,0.0,5
21600.0,22200.0,15878,28.83,0.65,0.33,11,0.16,7.65,0.0,11
21600.0,22200.0,15879,17.51,1.45,0.72,14,0.39,3.8,0.0,14
21600.0,22200.0,1588,2.36,41.79,20.9,50,12.66,61.8,1729.0,65
21600.0,22200.0,15880,17.09,2.02,1.01,20,0.53,8.33,0.0,17
21600.0,22200.0,15881,8.37,0.47,0.24,2,0.1,3.2,0.0,2
21600.0,22200.0,15882,6.81,4.26,4.26,14,2.47,3.4,3.0,14
21600.0,22200.0,15883,14.59,4.42,4.42,37,3.57,15.28,7.0,38
21600.0,22200.0,15884,16.09,3.12,3.12,24,2.46,2.31,0.0,24
21600.0,22200.0,15885,7.23,133.33,133.33,59,7.85,0.03,0.0,58
21600.0,22200.0,15886,8.94,13.96,13.96,58,6.21,2.37,0.0,59
21600.0,22200.0,15887,6.2,22.46,22.46,31,6.88,0.75,0.0,31
21600.0,22200.0,15888,6.79,133.33,133.33,75,10.65,0.03,0.0,73
21600.0,22200.0,15889,8.48,19.1,19.1,76,8.5,2.5,0.0,75
21600.0,22200.0,1589,6.96,5.52,2.76,22,1.93,26.97,339.0,22
21600.0,22200.0,15890,7.67,16.42,16.42,27,4.15,0.56,0.0,27
21600.0,22200.0,15891,12.26,4.39,2.19,26,1.71,3.29,0.0,26
21600.0,22200.0,15892,16.04,3.25,1.63,26,1.33,2.94,0.0,26
21600.0,22200.0,15893,13.41,0.84,0.84,5,0.31,1.11,0.0,5
21600.0,22200.0,15894,27.4,4.42,1.1,67,0.66,3.11,0.0,68
21600.0,22200.0,15895,28.18,5.37,2.68,86,1.5,16.92,0.0,94
21600.0,22200.0,15896,31.69,1.14,0.57,21,0.3,5.48,0.0,22
21600.0,22200.0,15897,27.59,4.66,2.33,75,1.51,17.91,0.0,78
21600.0,22200.0,15898,27.58,4.65,2.33,74,1.48,8.64,0.0,75
21600.0,22200.0,15899,27.6,4.42,1.47,69,0.94,10.78,0.0,74
21600.0,22200.0,159,24.74,4.65,1.16,55,0.63,1.09,0.0,56
21600.0,22200.0,1590,17.63,2.0,1.0,20,0.52,5.31,0.0,20
21600.0,22200.0,15900,27.44,4.32,1.44,68,0.91,6.42,0.0,69
21600.0,22200.0,15901,27.17,4.15,2.07,52,0.92,0.75,0.0,52
21600.0,22200.0,15902,27.19,3.21,1.61,50,0.89,6.63,0.0,52
21600.0,22200.0,15903,28.38,5.55,1.39,92,0.77,9.64,0.0,94
21600.0,22200.0,15904,27.05,7.71,1.93,120,0.95,5.43,0.0,121
21600.0,22200.0,15905,26.69,5.05,2.53,62,1.01,0.64,0.0,62
21600.0,22200.0,15906,26.8,3.74,1.87,58,0.97,24.53,0.0,62
21600.0,22200.0,15907,27.26,0.94,0.47,15,0.23,6.68,0.0,14
21600.0,22200.0,15908,21.19,3.06,1.53,33,0.82,1.88,0.0,33
21600.0,22200.0,15909,4.47,14.0,7.0,32,4.44,11.93,208.0,33
21600.0,22200.0,1591,17.46,1.6,0.8,12,0.35,1.06,0.0,12
21600.0,22200.0,15910,27.59,2.95,0.74,47,0.38,10.69,0.0,49
21600.0,22200.0,15911,27.66,3.18,0.8,49,0.39,2.36,0.0,47
21600.0,22200.0,15912,26.6,1.97,0.98,28,0.52,7.61,0.0,31
21600.0,22200.0,15913,23.91,2.28,1.14,28,0.54,1.62,0.0,28
21600.0,22200.0,15914,2.23,22.52,11.26,22,5.88,39.14,841.0,28
21600.0,22200.0,15915,28.46,6.65,1.66,111,0.92,10.29,0.0,112
21600.0,22200.0,15916,28.28,6.66,1.67,107,0.91,5.44,0.0,111
21600.0,22200.0,15917,20.15,11.32,2.83,123,1.28,2.32,0.0,122
21600.0,22200.0,15918,25.59,8.2,2.05,121,1.02,7.04,0.0,123
21600.0,22200.0,15919,21.47,3.46,1.73,42,1.52,6.68,0.0,42
21600.0,22200.0,1592,15.88,1.81,0.9,16,0.43,3.93,0.0,15
21600.0,22200.0,15920,29.58,2.34,1.17,40,0.99,39.18,0.0,42
21600.0,22200.0,15921,29.74,5.61,2.8,97,1.82,25.2,0.0,102
21600.0,22200.0,15922,30.68,0.58,0.29,10,0.18,22.01,0.0,12
21600.0,22200.0,15923,30.78,0.55,0.28,10,0.17,10.82,0.0,10
21600.0,22200.0,15924,28.14,6.55,1.64,101,0.9,36.93,0.0,116
21600.0,22200.0,15925,27.45,6.39,1.6,100,0.83,3.92,0.0,101
21600.0,22200.0,15926,27.08,0.9,0.45,14,0.21,3.47,0.0,13
21600.0,22200.0,15927,27.81,4.33,1.08,67,0.56,7.89,0.0,73
21600.0,22200.0,15928,16.33,6.77,1.69,55,0.86,13.88,34.0,67
21600.0,22200.0,15929,27.68,3.02,0.75,47,0.37,2.86,0.0,47
21600.0,22200.0,1593,7.84,8.11,4.06,24,1.52,1.02,9.0,23
21600.0,22200.0,15930,27.54,3.06,0.76,48,0.38,3.62,0.0,47
21600.0,22200.0,15931,25.96,5.61,1.87,84,1.0,5.95,0.0,86
21600.0,22200.0,15932,26.55,5.39,1.8,82,0.94,4.79,0.0,84
21600.0,22200.0,15933,28.58,0.73,0.36,11,0.17,4.3,0.0,12
21600.0,22200.0,15934,28.17,0.69,0.35,11,0.16,2.93,0.0,11
21600.0,22200.0,15935,27.33,1.97,0.99,31,0.54,4.44,0.0,30
21600.0,22200.0,15936,27.36,2.07,1.03,31,0.54,2.22,0.0,31
21600.0,22200.0,15937,27.18,4.07,1.02,61,0.64,10.99,0.0,67
21600.0,22200.0,15938,27.19,3.89,0.97,60,0.57,3.94,0.0,61
21600.0,22200.0,15939,27.7,3.06,0.77,48,0.39,4.03,0.0,49
21600.0,22200.0,1594,8.19,26.48,13.24,73,4.56,1.03,0.0,73
21600.0,22200.0,15940,27.74,2.91,0.73,47,0.38,9.96,0.0,48
21600.0,22200.0,15941,28.0,8.86,2.21,139,1.19,3.78,0.0,141
21600.0,22200.0,15942,28.09,8.05,2.01,128,1.1,16.39,0.0,139
21600.0,22200.0,15943,26.46,3.21,1.07,49,0.55,6.14,0.0,49
21600.0,22200.0,15944,11.37,7.66,7.66,42,3.8,29.93,382.0,55
21600.0,22200.0,15945,27.38,4.99,1.25,80,0.62,8.02,0.0,80
21600.0,22200.0,15946,28.38,5.89,1.47,92,0.76,2.19,0.0,92
21600.0,22200.0,15947,28.29,5.59,1.4,91,0.76,4.98,0.0,92
21600.0,22200.0,15948,25.28,1.0,0.5,15,0.25,13.29,0.0,13
21600.0,22200.0,15949,27.02,0.94,0.47,13,0.22,2.94,0.0,15
21600.0,22200.0,1595,15.88,7.92,3.96,73,2.4,11.35,0.0,73
21600.0,22200.0,15950,14.47,0.12,0.04,1,0.02,27.7,0.0,0
21600.0,22200.0,15952,8.24,9.67,9.67,22,2.69,0.66,0.0,22
21600.0,22200.0,15953,,,,0,,,,0
21600.0,22200.0,15954,4.23,133.33,133.33,11,2.62,0.03,0.0,11
21600.0,22200.0,15955,24.95,7.59,1.9,106,1.0,3.36,0.0,107
21600.0,22200.0,15956,27.29,6.09,1.52,94,0.81,3.91,0.0,95
21600.0,22200.0,15957,31.09,1.38,0.69,25,0.36,6.29,0.0,24
21600.0,22200.0,15958,31.52,1.27,0.63,22,0.34,57.85,0.0,25
21600.0,22200.0,15959,28.65,0.72,0.36,12,0.17,6.62,0.0,11
21600.0,22200.0,1596,4.17,16.52,16.52,40,8.19,49.38,1183.0,42
21600.0,22200.0,15960,28.58,0.72,0.36,12,0.17,5.04,0.0,12
21600.0,22200.0,15962,27.27,3.49,1.74,50,0.88,1.49,0.0,50
21600.0,22200.0,15963,9.15,15.68,15.68,59,6.25,1.34,0.0,56
21600.0,22200.0,15964,8.51,28.03,28.03,100,10.04,1.46,0.0,101
21600.0,22200.0,1597,16.65,2.86,1.43,27,0.72,5.65,0.0,27
21600.0,22200.0,1598,15.57,4.58,4.58,42,2.26,16.4,0.0,39
21600.0,22200.0,1599,15.53,4.06,4.06,36,2.01,18.5,0.0,39
21600.0,22200.0,16,15.42,2.26,2.26,19,1.58,43.27,230.0,21
21600.0,22200.0,160,25.94,3.61,0.9,54,0.57,7.73,0.0,55
21600.0,22200.0,1600,15.91,4.29,4.29,39,2.05,5.71,0.0,35
21600.0,22200.0,1601,16.01,3.66,3.66,32,1.79,8.82,0.0,32
21600.0,22200.0,1602,13.8,133.33,133.33,34,2.1,0.01,0.0,35
21600.0,22200.0,1603,15.24,3.98,3.98,34,1.92,7.78,0.0,34
21600.0,22200.0,1604,18.41,6.08,3.04,65,1.64,17.93,0.0,68
21600.0,22200.0,1605,20.16,3.14,1.05,37,0.54,10.17,0.0,36
21600.0,22200.0,1606,12.92,158.68,79.34,42,1.53,0.02,0.0,43
21600.0,22200.0,1607,16.99,0.59,0.59,6,0.43,26.01,0.0,5
21600.0,22200.0,1608,17.49,0.38,0.38,3,0.21,36.73,0.0,5
21600.0,22200.0,1609,16.72,0.1,0.1,1,0.05,6.66,0.0,1
21600.0,22200.0,161,26.58,3.27,0.82,49,0.5,3.74,0.0,49
21600.0,22200.0,1610,21.58,1.76,1.76,22,0.96,35.47,0.0,22
21600.0,22200.0,1611,12.17,5.23,5.23,33,3.34,36.08,410.0,41
21600.0,22200.0,1612,13.52,4.97,2.49,37,1.8,26.27,286.0,44
21600.0,22200.0,1613,16.58,2.46,2.46,24,1.26,15.94,0.0,24
21600.0,22200.0,1614,16.43,1.37,1.37,13,0.66,7.15,0.0,13
21600.0,22200.0,1615,16.62,4.98,4.98,46,2.37,4.36,0.0,47
21600.0,22200.0,1616,19.4,2.08,2.08,24,1.04,22.5,0.0,23
21600.0,22200.0,1617,16.56,0.63,0.63,6,0.3,8.54,0.0,6
21600.0,22200.0,1618,19.59,2.25,2.25,25,1.07,4.2,0.0,24
21600.0,22200.0,1619,20.75,3.24,1.62,36,0.81,4.74,0.0,41
21600.0,22200.0,162,36.05,0.05,0.02,1,0.01,8.26,0.0,0
21600.0,22200.0,1620,18.32,4.57,2.28,44,1.06,2.4,0.0,45
21600.0,22200.0,1621,19.28,5.76,2.88,65,1.53,29.59,0.0,65
21600.0,22200.0,1622,21.95,2.11,1.05,26,0.76,15.03,0.0,28
21600.0,22200.0,1623,15.32,3.94,0.99,35,0.55,10.53,0.0,35
21600.0,22200.0,1624,10.2,2.91,2.91,17,1.82,11.62,14.0,16
21600.0,22200.0,1625,20.82,0.82,0.82,10,0.4,12.19,0.0,10
21600.0,22200.0,1626,17.48,2.17,1.09,22,0.7,10.37,0.0,22
21600.0,22200.0,16265,20.0,7.48,3.74,85,2.08,5.2,0.0,85
21600.0,22200.0,16266,10.21,266.67,133.33,82,4.04,0.02,1.0,82
21600.0,22200.0,16267,19.94,7.7,3.85,84,2.08,3.29,0.0,85
21600.0,22200.0,16268,19.12,8.22,4.11,84,2.16,2.7,0.0,86
21600.0,22200.0,16269,19.41,7.67,3.83,83,2.2,6.91,0.0,88
21600.0,22200.0,1627,13.41,3.0,3.0,23,1.74,8.86,0.0,22
21600.0,22200.0,16270,16.34,9.06,4.53,82,2.65,4.79,0.0,83
21600.0,22200.0,16271,19.37,1.93,0.97,21,0.57,15.12,0.0,22
21600.0,22200.0,16272,,,,0,,,,0
21600.0,22200.0,16273,2.4,0.69,0.35,1,0.17,42.64,33.0,0
21600.0,22200.0,16274,,,,0,,,,0
21600.0,22200.0,16275,17.2,8.63,4.32,83,2.4,5.68,0.0,85
21600.0,22200.0,16276,26.86,0.34,0.17,5,0.08,22.67,0.0,6
21600.0,22200.0,16277,18.5,0.55,0.27,6,0.13,16.18,0.0,5
21600.0,22200.0,16278,20.93,1.32,0.66,16,0.36,7.16,0.0,16
21600.0,22200.0,16279,20.19,2.04,1.02,23,0.59,7.76,0.0,23
21600.0,22200.0,1628,10.63,4.66,4.66,24,2.33,2.46,0.0,24
21600.0,22200.0,16280,20.36,2.03,1.02,23,0.59,9.03,0.0,25
21600.0,22200.0,16281,20.05,2.16,1.08,25,0.69,8.03,0.0,25
21600.0,22200.0,16282,19.82,8.76,4.38,82,2.05,1.14,0.0,82
21600.0,22200.0,16283,20.07,7.2,3.6,81,2.03,6.51,0.0,84
21600.0,22200.0,16284,26.59,0.8,0.4,9,0.14,0.4,0.0,8
21600.0,22200.0,16285,21.76,1.3,0.65,16,0.38,10.6,0.0,17
21600.0,22200.0,16286,26.25,0.68,0.34,8,0.13,0.58,0.0,8
21600.0,22200.0,16287,21.38,1.29,0.65,16,0.36,6.7,0.0,15
21600.0,22200.0,16288,25.28,1.11,0.56,15,0.31,13.9,0.0,17
21600.0,22200.0,16289,21.45,1.25,0.62,15,0.34,3.84,0.0,15
21600.0,22200.0,1629,17.57,2.32,2.32,24,1.38,22.62,0.0,24
21600.0,22200.0,16290,25.98,0.39,0.19,6,0.1,34.48,0.0,6
21600.0,22200.0,16291,25.48,0.55,0.28,8,0.14,53.36,0.0,9
21600.0,22200.0,16292,3.12,43.45,21.73,74,12.21,20.78,939.0,74
21600.0,22200.0,16293,25.08,1.04,0.52,13,0.29,32.54,0.0,16
21600.0,22200.0,16294,15.02,14.66,7.33,109,3.51,1.89,0.0,110
21600.0,22200.0,16295,3.9,8.62,8.62,13,3.33,3.25,15.0,15
21600.0,22200.0,16296,24.29,1.28,1.28,18,0.62,5.23,0.0,18
21600.0,22200.0,16297,18.24,2.15,2.15,22,1.01,5.62,0.0,23
21600.0,22200.0,16298,23.3,2.65,1.33,34,0.62,2.21,0.0,32
21600.0,22200.0,16299,24.3,3.4,3.4,48,1.83,9.29,0.0,49
21600.0,22200.0,163,20.41,2.5,1.25,29,0.6,4.62,0.0,29
21600.0,22200.0,1630,2.35,9.51,9.51,12,5.84,22.65,184.0,12
21600.0,22200.0,16300,15.86,1.38,1.38,13,0.68,34.99,0.0,13
21600.0,22200.0,16301,14.95,1.66,1.66,13,0.77,4.64,0.0,13
21600.0,22200.0,16302,15.8,1.51,1.51,13,0.75,37.55,0.0,15
21600.0,22200.0,16303,15.54,1.58,1.58,14,0.76,10.1,0.0,15
21600.0,22200.0,16304,19.15,7.06,3.53,74,2.17,16.3,0.0,83
21600.0,22200.0,16305,21.8,0.8,0.8,10,0.39,4.75,0.0,9
21600.0,22200.0,16306,25.37,0.67,0.67,10,0.34,10.53,0.0,10
21600.0,22200.0,16307,24.66,0.88,0.88,13,0.45,49.39,0.0,12
21600.0,22200.0,16308,25.46,0.88,0.88,13,0.45,5.23,0.0,13
21600.0,22200.0,16309,24.54,1.21,0.6,17,0.34,32.98,0.0,19
21600.0,22200.0,1631,6.79,11.48,5.74,38,2.71,4.18,56.0,39
21600.0,22200.0,16310,17.44,1.27,1.27,13,0.63,23.8,0.0,14
21600.0,22200.0,16311,9.45,6.71,6.71,18,1.6,0.51,0.0,18
21600.0,22200.0,16312,16.16,1.86,1.86,17,0.9,12.59,0.0,19
21600.0,22200.0,16313,20.66,5.31,2.65,62,1.44,4.44,0.0,62
21600.0,22200.0,16314,19.83,2.45,2.45,27,1.12,3.22,0.0,27
21600.0,22200.0,16315,24.27,2.01,2.01,27,0.96,3.96,0.0,27
21600.0,22200.0,16316,22.89,3.14,3.14,40,1.62,4.41,0.0,41
21600.0,22200.0,16317,20.45,184.53,92.26,73,1.79,0.01,0.0,73
21600.0,22200.0,16318,21.02,5.29,2.64,62,1.4,4.44,0.0,63
21600.0,22200.0,16319,23.99,2.13,2.13,22,0.77,0.53,0.0,22
21600.0,22200.0,1632,16.41,2.76,2.76,25,1.29,3.6,0.0,25
21600.0,22200.0,16320,25.05,1.52,1.52,22,0.73,5.22,0.0,22
21600.0,22200.0,16321,14.52,4.02,2.01,18,0.56,0.44,0.0,18
21600.0,22200.0,16322,20.35,6.77,3.39,66,1.45,1.04,0.0,66
21600.0,22200.0,16323,17.45,1.21,1.21,12,0.59,9.27,0.0,13
21600.0,22200.0,16324,17.48,29.75,29.75,12,0.57,0.01,0.0,12
21600.0,22200.0,16325,20.85,5.26,2.63,59,1.34,2.59,0.0,60
21600.0,22200.0,16326,18.56,7.07,3.53,68,1.68,1.92,0.0,68
21600.0,22200.0,16327,9.9,266.67,133.33,73,3.4,0.02,0.0,73
21600.0,22200.0,16328,17.0,7.66,3.83,64,1.81,1.51,0.0,64
21600.0,22200.0,16329,23.64,2.65,1.32,32,0.56,1.22,0.0,32
21600.0,22200.0,1633,16.88,3.01,3.01,25,1.44,1.6,0.0,24
21600.0,22200.0,16330,17.5,1.17,1.17,11,0.53,3.21,0.0,12
21600.0,22200.0,16331,16.72,1.24,1.24,12,0.6,8.71,0.0,12
21600.0,22200.0,16332,22.7,1.54,1.54,20,0.72,4.18,0.0,19
21600.0,22200.0,16333,24.57,1.55,1.55,22,0.75,5.02,0.0,22
21600.0,22200.0,16334,20.69,6.25,3.13,72,1.74,3.97,0.0,73
21600.0,22200.0,16335,21.38,1.84,1.84,23,0.91,13.63,0.0,23
21600.0,22200.0,16336,10.56,14.62,14.62,47,4.16,0.56,0.0,47
21600.0,22200.0,16337,19.22,4.19,4.19,46,2.3,8.42,0.0,47
21600.0,22200.0,16338,24.87,0.71,0.71,7,0.37,60.02,0.0,13
21600.0,22200.0,16339,25.17,0.72,0.72,10,0.37,51.14,0.0,11
21600.0,22200.0,1634,19.79,3.74,3.74,43,1.9,24.81,0.0,43
21600.0,22200.0,16340,14.39,1.82,1.82,15,0.86,13.74,5.0,15
21600.0,22200.0,16341,23.46,3.58,3.58,48,1.9,6.24,0.0,50
21600.0,22200.0,16342,19.62,4.56,4.56,49,2.23,2.85,0.0,49
21600.0,22200.0,16343,24.86,3.46,3.46,49,1.85,8.6,0.0,50
21600.0,22200.0,16344,24.89,2.21,1.11,32,0.54,10.9,0.0,32
21600.0,22200.0,16345,23.52,1.3,1.3,18,0.63,9.26,0.0,18
21600.0,22200.0,16346,20.02,7.19,3.59,63,1.48,0.73,0.0,62
21600.0,22200.0,16347,20.77,5.45,2.72,63,1.43,3.49,0.0,63
21600.0,22200.0,16348,23.45,0.8,0.4,11,0.23,10.36,0.0,9
21600.0,22200.0,16349,26.13,0.66,0.33,10,0.19,8.15,0.0,10
21600.0,22200.0,1635,19.36,1.01,1.01,11,0.47,3.77,0.0,10
21600.0,22200.0,16350,20.41,6.13,3.07,72,1.75,6.72,2.0,72
21600.0,22200.0,16351,20.78,6.33,3.17,72,1.75,3.76,0.0,74
21600.0,22200.0,16352,16.63,7.1,7.1,67,3.54,6.43,0.0,68
21600.0,22200.0,16353,20.91,5.58,2.79,66,1.42,4.43,0.0,67
21600.0,22200.0,16354,24.96,1.29,1.29,19,0.63,14.22,0.0,18
21600.0,22200.0,16355,25.05,1.51,1.51,22,0.73,6.05,0.0,22
21600.0,22200.0,16356,,,,0,,,,0
21600.0,22200.0,16357,17.17,4.23,2.12,41,1.34,7.68,0.0,42
21600.0,22200.0,16358,19.26,3.6,1.8,39,1.15,12.99,0.0,42
21600.0,22200.0,16359,17.46,4.94,2.47,46,1.32,2.97,0.0,47
21600.0,22200.0,1636,15.58,1.54,1.54,13,0.72,6.93,0.0,11
21600.0,22200.0,16360,13.28,5.53,2.77,33,1.21,1.42,0.0,33
21600.0,22200.0,16361,8.25,8.38,2.79,40,1.42,18.34,316.0,41
21600.0,22200.0,16362,19.57,3.67,1.22,41,0.63,16.77,0.0,42
21600.0,22200.0,16363,7.22,6.79,2.26,28,1.1,17.65,260.0,28
21600.0,22200.0,16364,19.83,2.48,0.83,29,0.41,21.76,0.0,29
21600.0,22200.0,16365,19.66,7.74,3.87,77,1.9,1.6,0.0,77
21600.0,22200.0,16366,20.41,10.28,5.14,77,1.85,0.45,0.0,76
21600.0,22200.0,16367,14.39,5.76,2.88,47,1.74,14.59,113.0,50
21600.0,22200.0,16368,1.12,64.94,32.47,33,20.3,27.3,841.0,36
21600.0,22200.0,16369,1.54,46.51,15.5,33,7.56,17.78,487.0,36
21600.0,22200.0,1637,12.0,4.91,2.45,34,1.22,50.76,464.0,38
21600.0,22200.0,16370,17.76,7.56,3.78,74,2.15,4.23,0.0,75
21600.0,22200.0,16371,12.12,12.28,6.14,74,3.08,2.44,0.0,75
21600.0,22200.0,16372,16.09,1.43,0.71,11,0.47,2.05,0.0,11
21600.0,22200.0,16373,19.29,7.05,3.52,76,2.01,4.32,0.0,76
21600.0,22200.0,16374,20.39,6.44,3.22,71,1.78,3.1,0.0,72
21600.0,22200.0,16375,20.44,6.35,3.18,70,1.73,2.86,0.0,71
21600.0,22200.0,16376,14.48,9.59,4.8,79,2.7,7.05,50.0,77
21600.0,22200.0,16377,2.94,43.4,21.7,58,12.04,7.75,307.0,58
21600.0,22200.0,16378,20.46,5.91,2.96,69,1.73,15.74,0.0,73
21600.0,22200.0,16379,14.09,4.74,1.58,36,0.78,3.4,0.0,36
21600.0,22200.0,1638,21.15,1.78,0.59,22,0.32,8.88,0.0,23
21600.0,22200.0,16380,12.61,5.02,1.67,37,1.03,15.01,141.0,36
21600.0,22200.0,16381,18.15,1.79,0.89,19,0.6,14.64,0.0,19
21600.0,22200.0,16382,17.58,1.47,0.74,15,0.53,11.29,0.0,14
21600.0,22200.0,16383,1.74,35.67,17.83,26,8.61,10.86,206.0,25
21600.0,22200.0,16384,14.15,3.2,1.6,24,1.21,4.91,17.0,25
21600.0,22200.0,16385,12.08,8.66,4.33,28,1.19,0.44,0.0,27
21600.0,22200.0,16386,9.04,10.19,5.1,46,3.29,18.9,256.0,53
21600.0,22200.0,16387,4.41,34.22,17.11,84,9.59,19.73,698.0,85
21600.0,22200.0,16388,13.93,11.07,5.53,85,2.89,4.6,0.0,84
21600.0,22200.0,16389,8.07,12.55,6.27,47,3.57,2.82,9.0,47
21600.0,22200.0,1639,13.55,6.33,6.33,47,3.9,9.12,0.0,49
21600.0,22200.0,16390,16.73,8.31,4.15,79,2.26,10.09,0.0,81
21600.0,22200.0,16391,4.66,23.59,11.8,62,6.36,36.77,1309.0,68
21600.0,22200.0,16392,18.38,6.85,3.43,68,1.79,11.95,0.0,79
21600.0,22200.0,16393,5.96,34.86,17.43,115,9.47,11.28,470.0,112
21600.0,22200.0,16394,10.34,266.67,133.33,113,5.11,0.02,0.0,113
21600.0,22200.0,16395,16.32,7.86,3.93,75,2.2,13.36,0.0,75
21600.0,22200.0,16396,13.66,14.49,7.24,75,2.6,0.7,0.0,75
21600.0,22200.0,16397,13.82,15.04,7.52,112,3.95,3.94,0.0,114
21600.0,22200.0,16398,14.82,17.83,8.91,110,3.6,0.91,0.0,112
21600.0,22200.0,16399,13.72,7.55,3.78,55,2.21,3.74,0.0,55
21600.0,22200.0,164,26.26,1.29,0.64,19,0.32,29.48,0.0,21
21600.0,22200.0,1640,20.7,1.69,0.84,20,0.42,18.9,0.0,21
21600.0,22200.0,16400,10.45,9.84,4.92,55,2.74,4.92,49.0,55
21600.0,22200.0,16401,11.69,1.92,1.92,13,0.9,9.48,0.0,11
21600.0,22200.0,16402,21.97,2.52,2.52,31,1.17,3.01,0.0,30
21600.0,22200.0,16403,14.62,1.52,1.52,13,0.73,13.02,0.0,13
21600.0,22200.0,16404,15.51,1.21,1.21,11,0.59,14.72,0.0,11
21600.0,22200.0,16405,24.0,3.79,3.79,52,2.0,6.68,0.0,53
21600.0,22200.0,16406,20.17,3.78,3.78,41,1.8,2.27,0.0,41
21600.0,22200.0,16407,20.1,6.56,6.56,41,1.81,0.29,0.0,41
21600.0,22200.0,16408,23.95,0.69,0.69,9,0.31,2.2,0.0,9
21600.0,22200.0,16409,22.83,3.24,3.24,41,1.61,2.81,0.0,41
21600.0,22200.0,1641,20.32,3.8,1.9,41,1.04,21.38,0.0,50
21600.0,22200.0,16410,16.13,1.26,1.26,12,0.62,16.25,0.0,12
21600.0,22200.0,16411,15.37,0.69,0.69,6,0.47,10.76,0.0,7
21600.0,22200.0,16412,10.03,1.04,1.04,6,0.7,14.59,11.0,6
21600.0,22200.0,16413,15.55,1.29,1.29,11,0.63,11.95,0.0,13
21600.0,22200.0,16414,21.63,4.28,4.28,48,1.94,1.57,0.0,48
21600.0,22200.0,16415,23.64,3.74,3.74,48,1.78,2.15,0.0,48
21600.0,22200.0,16416,18.87,5.12,5.12,43,2.01,0.82,0.0,43
21600.0,22200.0,16417,20.1,4.31,4.31,43,1.89,1.27,0.0,43
21600.0,22200.0,16418,16.74,0.31,0.31,3,0.15,11.71,0.0,3
21600.0,22200.0,16419,14.58,0.71,0.71,6,0.34,10.18,0.0,6
21600.0,22200.0,1642,9.72,3.26,3.26,14,1.49,1.73,0.0,14
21600.0,22200.0,16420,24.35,2.4,1.2,31,0.53,1.55,0.0,31
21600.0,22200.0,16421,24.38,2.31,1.15,32,0.54,3.55,0.0,31
21600.0,22200.0,16422,19.82,5.05,5.05,45,2.0,0.8,0.0,45
21600.0,22200.0,16423,19.06,7.23,7.23,47,2.14,0.34,0.0,45
21600.0,22200.0,16424,24.18,3.6,3.6,50,1.88,4.7,0.0,49
21600.0,22200.0,16425,24.51,8.67,8.67,50,1.87,0.14,0.0,50
21600.0,22200.0,16426,16.12,0.65,0.65,6,0.42,8.51,0.0,6
21600.0,22200.0,16427,16.77,0.51,0.51,4,0.35,23.2,0.0,5
21600.0,22200.0,16428,17.06,4.78,4.78,42,2.15,1.93,0.0,42
21600.0,22200.0,16429,14.98,5.59,5.59,46,2.67,4.1,0.0,47
21600.0,22200.0,1643,6.92,16.51,16.51,50,8.46,2.79,1.0,51
21600.0,22200.0,16430,15.07,4.82,4.82,12,0.66,0.13,0.0,12
21600.0,22200.0,16431,16.15,1.31,1.31,12,0.62,5.04,0.0,12
21600.0,22200.0,16432,15.41,1.43,1.43,13,0.7,15.85,0.0,13
21600.0,22200.0,16433,22.66,3.13,3.13,41,1.68,6.05,0.0,41
21600.0,22200.0,16434,20.16,3.8,3.8,44,1.93,6.41,0.0,44
21600.0,22200.0,16435,22.38,0.79,0.79,9,0.38,6.36,0.0,11
21600.0,22200.0,16436,14.25,2.24,2.24,10,0.56,0.24,0.0,9
21600.0,22200.0,16437,20.41,3.72,3.72,41,1.78,2.33,0.0,41
21600.0,22200.0,16438,20.3,3.69,3.69,41,1.79,2.77,0.0,41
21600.0,22200.0,16439,19.71,5.08,5.08,48,2.13,1.05,0.0,47
21600.0,22200.0,1644,1.57,55.58,27.79,40,15.35,18.37,632.0,44
21600.0,22200.0,16440,20.45,4.04,4.04,48,2.06,7.68,0.0,48
21600.0,22200.0,16441,20.32,3.98,3.98,46,2.03,8.06,0.0,49
21600.0,22200.0,16442,20.36,4.52,4.52,46,1.98,1.3,0.0,46
21600.0,22200.0,16443,20.14,7.2,3.6,81,1.98,4.36,0.0,83
21600.0,22200.0,16444,23.81,0.64,0.32,9,0.16,20.38,0.0,8
21600.0,22200.0,16445,19.55,4.46,4.46,45,2.12,1.72,0.0,44
