trip_id,vid,vehicle_type,vehicle_actual_name,fuel_type,gtfs_trip_id,gtfs_time_start,gtfs_time_end
204928,154,Gillig_101,Gillig LF 35' 2014,diesel,204928,19:00:00,19:24:06
205334,144,Gillig_102,Gillig HF 2006,diesel,205334,19:04:00,19:14:00
205081,126,Gillig_103,Gillig HF 35' 2002,diesel,205081,19:00:00,19:30:00
205415,143,Gillig_102,Gillig HF 2006,diesel,205415,19:01:00,19:11:00
205769,152,Gillig_101,Gillig LF 35' 2014,diesel,205769,19:00:00,19:30:00
205909,127,Gillig_103,Gillig HF 35' 2002,diesel,205909,19:00:00,19:15:00
205155,123,Gillig_103,Gillig HF 35' 2002,diesel,205155,19:05:00,20:15:00
205308,143,Gillig_102,Gillig HF 2006,diesel,205308,19:11:00,19:21:00
205065,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205065,19:10:00,19:40:00
205463,144,Gillig_102,Gillig HF 2006,diesel,205463,19:14:00,19:24:00
206305,119,Gillig_103,Gillig HF 35' 2002,diesel,206305,19:00:00,20:00:00
205931,127,Gillig_103,Gillig HF 35' 2002,diesel,205931,19:15:00,19:45:00
205333,144,Gillig_102,Gillig HF 2006,diesel,205333,19:24:00,19:34:00
205414,143,Gillig_102,Gillig HF 2006,diesel,205414,19:21:00,19:31:00
204892,126,Gillig_103,Gillig HF 35' 2002,diesel,204892,19:30:00,19:44:05
206318,111,Gillig_103,Gillig HF 35' 2002,diesel,206318,19:30:00,20:30:00
205157,154,Gillig_101,Gillig LF 35' 2014,diesel,205157,19:30:00,20:00:00
205307,143,Gillig_102,Gillig HF 2006,diesel,205307,19:31:00,19:41:00
206304,152,Gillig_101,Gillig LF 35' 2014,diesel,206304,19:35:00,20:30:00
205741,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205741,19:30:00,20:00:00
206781,146,Gillig_107,Gillig LF 37' 2009,diesel,206781,19:30:00,20:10:00
205462,144,Gillig_102,Gillig HF 2006,diesel,205462,19:34:00,19:44:00
205176,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205176,19:40:00,20:35:00
205332,144,Gillig_102,Gillig HF 2006,diesel,205332,19:44:00,19:54:00
205413,143,Gillig_102,Gillig HF 2006,diesel,205413,19:41:00,19:51:00
205461,144,Gillig_102,Gillig HF 2006,diesel,205461,19:54:00,20:14:00
206349,119,Gillig_103,Gillig HF 35' 2002,diesel,206349,20:00:00,21:00:00
206272,145,Gillig_107,Gillig LF 37' 2009,diesel,206272,20:05:00,21:05:00
205764,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205764,20:00:00,20:25:00
205080,154,Gillig_101,Gillig LF 35' 2014,diesel,205080,20:00:00,20:30:00
204927,126,Gillig_103,Gillig HF 35' 2002,diesel,204927,20:00:00,20:28:31
205306,143,Gillig_102,Gillig HF 2006,diesel,205306,19:51:00,20:01:00
205398,143,Gillig_102,Gillig HF 2006,diesel,205398,20:21:00,20:36:00
204891,154,Gillig_101,Gillig LF 35' 2014,diesel,204891,20:40:45,21:00:00
206275,111,Gillig_103,Gillig HF 35' 2002,diesel,206275,20:30:00,21:30:00
206348,152,Gillig_101,Gillig LF 35' 2014,diesel,206348,20:30:00,21:30:00
205740,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205740,20:30:00,21:00:00
205064,126,Gillig_103,Gillig HF 35' 2002,diesel,205064,20:30:00,21:00:00
206303,119,Gillig_103,Gillig HF 35' 2002,diesel,206303,21:00:00,21:55:00
205175,126,Gillig_103,Gillig HF 35' 2002,diesel,205175,21:00:00,21:30:00
204926,154,Gillig_101,Gillig LF 35' 2014,diesel,204926,21:00:00,21:21:50
205767,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205767,21:00:00,21:25:00
206315,145,Gillig_107,Gillig LF 37' 2009,diesel,206315,21:05:00,22:20:00
206302,152,Gillig_101,Gillig LF 35' 2014,diesel,206302,21:30:00,22:30:00
206317,111,Gillig_103,Gillig HF 35' 2002,diesel,206317,21:30:00,22:30:00
205739,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205739,21:30:00,22:00:00
205156,154,Gillig_101,Gillig LF 35' 2014,diesel,205156,21:30:00,22:00:00
204890,126,Gillig_103,Gillig HF 35' 2002,diesel,204890,21:39:32,22:00:00
206347,119,Gillig_103,Gillig HF 35' 2002,diesel,206347,21:55:00,23:05:00
205766,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205766,22:00:00,22:50:00
205079,154,Gillig_101,Gillig LF 35' 2014,diesel,205079,22:00:00,22:30:00
204925,126,Gillig_103,Gillig HF 35' 2002,diesel,204925,22:00:00,22:26:01
206274,111,Gillig_103,Gillig HF 35' 2002,diesel,206274,22:30:00,23:30:00
204889,154,Gillig_101,Gillig LF 35' 2014,diesel,204889,22:37:34,23:00:00
205063,126,Gillig_103,Gillig HF 35' 2002,diesel,205063,22:30:00,23:00:00
206346,152,Gillig_101,Gillig LF 35' 2014,diesel,206346,22:30:00,23:40:00
205174,126,Gillig_103,Gillig HF 35' 2002,diesel,205174,23:00:00,23:30:00
204924,154,Gillig_101,Gillig LF 35' 2014,diesel,204924,23:00:00,23:24:25
206345,111,Gillig_103,Gillig HF 35' 2002,diesel,206345,23:30:00,24:40:00
205173,154,Gillig_101,Gillig LF 35' 2014,diesel,205173,23:30:00,23:55:00
204923,126,Gillig_103,Gillig HF 35' 2002,diesel,204923,23:32:43,23:55:00
204959,126,Gillig_103,Gillig HF 35' 2002,diesel,204959,23:55:00,24:40:00
205087,154,Gillig_101,Gillig LF 35' 2014,diesel,205087,23:55:00,24:40:00
