timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
567,1231,"ALTON PK BLVD + SHIPP",,35.018855,-85.312105,,,,,,2
569,2413,"STUART + TAYLOR",,35.071335,-85.248845,,,,,,2
570,1561,"DODDS + 34TH",,35.002122,-85.280920,,,,,,2
571,1324,"BRAINERD RD + SEMINOLE",,35.027633,-85.254727,,,,,,2
572,1966,"HIXSON PK + RIVER MANOR",,35.090417,-85.286850,,,,,,2
574,2525,"WILCOX + PIN OAK",,35.045042,-85.231775,,,,,,2
575,2215,"MARKET + M.L.KING BLVD",,35.045983,-85.309515,,,,,,2
576,2011,"WILSON + HOOKER RD",,34.993948,-85.307147,,,,,,2
577,2454,"TUNNEL BLVD + THROUGH",,35.043397,-85.238022,,,,,,2
578,80,"WOODLAND VIEW + ANGELA",,34.989507,-85.304698,,,,,,0
579,29,"MARKET + A PARK BLVD",,35.019317,-85.311995,,,,,,0
581,2456,"TUNNEL BLVD + TOWERWAY",,35.067155,-85.228357,,,,,,2
582,2260,"MCCALLIE AVE + STATE BLDG",,35.046457,-85.302903,,,,,,2
583,1593,"DODSON + CRUTCHFIELD",,35.064118,-85.254552,,,,,,2
584,2151,"MAIN + WILHOIT",,35.034828,-85.304047,,,,,,2
586,2195,"MARKET + SHUTTLE PARK SOUTH",,35.037988,-85.307528,,,,,,2
588,849,"BRAINERD RD + SEQUOIA",,35.015212,-85.233842,,,,,,0
590,1296,"BRAINERD RD + BROOKFIELD",,35.017313,-85.238068,,,,,,2
592,2441,"TUNNEL BLVD + JONES",,35.045900,-85.237623,,,,,,2
593,2110,"MAIN + FAGAN",,35.031225,-85.294335,,,,,,2
595,1533,"DODDS + 17TH",,35.020003,-85.271177,,,,,,2
597,2107,"MAIN + DODDS",,35.022277,-85.269795,,,,,,2
598,1947,"HIXSON PK + MANCHESTER",,35.108460,-85.271653,,,,,,2
600,2123,"MAIN + HOLTZCLAW",,35.028988,-85.288392,,,,,,2
605,359,"HOLZCLAW + CLEVELAND",,35.046412,-85.278505,,,,,,0
606,1876,"HAMMALL",,35.036780,-85.160408,,,,,,0
607,60,"CENTRAL + 41ST",,35.004117,-85.311453,,,,,,0
608,1968,"HIXSON PK + RIVERMONT SCHOOL",,35.101912,-85.275230,,,,,,2
611,2241,"MCCALLIE AVE + FORTWOOD",,35.042542,-85.292587,,,,,,2
612,1124,"3RD + CSAS",,35.049897,-85.295305,,,,,,2
613,1488-cd,"TENNESSEE AVE + 37TH",,35.012657,-85.325950,,,,,,0
614,1759,"ROANOKE + COOLEY",,35.050723,-85.265757,,,,,,2
619,2134,"MAIN + MARKET",,35.036152,-85.307130,,,,,,2
620,1422,"HIXSON PIKE + STRAWBERRY",,35.122392,-85.248353,,,,,,0
625,1136,"3RD + HOLLY",,35.042693,-85.276470,,,,,,2
627,1094,"38TH + CHANDLER PLACE",,35.006985,-85.314490,,,,,,2
629,1305,"BRAINERD RD + HOWELL",,35.011552,-85.225020,,,,,,2
630,1143,"3RD + OKNOB",,35.040865,-85.272163,,,,,,2
633,2149,"MAIN + WATKINS",,35.023408,-85.272847,,,,,,2
634,2562,"WILSON + 48TH",,34.993198,-85.307528,,,,,,2
636,1981,"HIXSON PK + WILLIAMS",,35.127185,-85.246970,,,,,,2
638,2054,"LEE HWY + TN CHILDREN HOME",,35.037678,-85.174142,,,,,,2
639,1901,"HIXSON PK + 1814",,35.080545,-85.289773,,,,,,2
642,2303,"OKNOB + JACKSON",,35.044827,-85.270017,,,,,,2
648,564,"NORTHGATE + CHILIS",,35.132497,-85.241295,,,,,,0
649,2658,"37TH + CALVIN DONALDSON",,35.010062,-85.318655,,,,,,2
652,1980,"HIXSON PK + WILLIAMS",,35.125090,-85.247478,,,,,,2
653,2184,"MARKET + 4TH",,35.052658,-85.309722,,,,,,2
654,1575,"DODDS + 44TH",,34.991255,-85.286468,,,,,,2
657,2436,"TUNNEL BLVD + GAY",,35.044588,-85.237815,,,,,,2
659,1338,"BRAINERD RD + WEST BROW",,35.026909,-85.253110,,,,,,2
661,1551-cd,"GERMANTOWN + BRAINERD RD (CAR WASH)",,35.025027,-85.246048,,,,,,0
662,1560,"DODDS + 34TH",,35.002480,-85.280778,,,,,,2
663,2523,"WILCOX + PARKWAY",,35.047017,-85.235938,,,,,,0
665,1915,"HIXSON PK + CLOVERDALE",,35.128325,-85.246683,,,,,,2
666,3241,"BONNY OAKS + HICKORY VALLEY",,35.072547,-85.156022,,,,,,2
667,1047,"DEE DRIVE + EMMA KATE",,35.055333,-85.243060,,,,,,0
669,2506,"WILCOX + DOGWOOD",,35.046102,-85.233332,,,,,,0
670,73,"52ND + FAGAN",,34.990437,-85.314665,,,,,,0
675,2257,"MCCALLIE AVE + ORCHARD KNOB",,35.035830,-85.274435,,,,,,2
677,1313,"BRAINERD RD + LOVELL",,35.012418,-85.227325,,,,,,2
679,1125,"3RD + DIAG CLINIC",,35.043417,-85.278473,,,,,,2
680,1256,"BAILEY AVE + LYERLY",,35.031280,-85.270398,,,,,,2
681,1978,"HIXSON PK + W FAIRFAX",,35.112183,-85.266743,,,,,,2
682,1756,"ROANOKE + CAMDEN",,35.055337,-85.262992,,,,,,2
683,1772,"ROANOKE + WILCOX SE",,35.053620,-85.263930,,,,,,2
684,1762,"ROANOKE + LAURA",,35.051507,-85.265153,,,,,,2
685,2047,"LEE HWY + DUPREE",,35.034555,-85.178672,,,,,,2
686,1492-cd,"GREENWOOD + NORTH CREST",,35.064098,-85.240882,,,,,,0
687,1114,"PIROLA + 38TH",,35.009385,-85.320912,,,,,,2
690,2063,"LEE HWY + SHALLOWFORD RD",,35.044643,-85.162792,,,,,,2
691,2046,"LEE HWY + CONNER",,35.042307,-85.166527,,,,,,2
692,1333,"BRAINERD RD + TUNNEL BLVD",,35.025638,-85.248798,,,,,,2
693,1948,"HIXSON PK + MAULDETH",,35.109895,-85.270938,,,,,,2
696,561,"N POINT BLVD + LOWES",,35.138462,-85.246858,,,,,,0
697,2099,"MAIN + BUCKLEY",,35.022992,-85.271718,,,,,,2
698,2236,"MCCALLIE AVE + BRYAN HOME",,35.044178,-85.296657,,,,,,2
700,2069,"LEE HWY + VANCE",,35.029528,-85.187175,,,,,,2
701,2243,"MCCALLIE AVE + GREENWOOD",,35.038365,-85.281287,,,,,,2
703,1385,"BROAD + READ HOUSE",,35.046253,-85.310310,,,,,,2
704,1195,"4TH AVE + FOUST",,35.012743,-85.282447,,,,,,2
705,1164,"49TH + 715",,34.991990,-85.306320,,,,,,2
707,2128,"MAIN + KELLY",,35.024427,-85.275692,,,,,,2
710,2059,"LEE HWY + PROVENCE",,35.025117,-85.194168,,,,,,2
711,1842,"SHALLOWFORD + CENTER",,35.044052,-85.160392,,,,,,2
713,2412,"STUART + DODSON",,35.071728,-85.250165,,,,,,2
714,1419,"CAMPBELL + BATTERY HEIGHTS",,35.072432,-85.241392,,,,,,2
716,1477,"CHAMBERLAIN + CAMDEN",,35.053040,-85.255823,,,,,,2
719,2044,"LEE HWY + CIRCLE",,35.037578,-85.174077,,,,,,2
721,1589-cd,"MARKET + 6TH - COURTS BUILDING",,35.049317,-85.309498,,,,,,0
722,1380,"BROAD + 6TH",,35.049397,-85.310738,,,,,,2
723,2249,"MCCALLIE + HOUSTON",,35.046877,-85.304015,,,,,,2
724,2173,"MARKET + 17TH",,35.034650,-85.308260,,,,,,2
725,2262,"MCCALLIE AVE + WILLOW",,35.034793,-85.271653,,,,,,2
728,135,"S MARKET + 28TH",,35.024000,-85.311597,,,,,,0
731,77,"WILSON + 51ST",,34.990095,-85.309070,,,,,,0
734,2643,"SHUTTLE PARK NORTH - INTERNAL",,35.054065,-85.311438,,,,,,2
736,2301,"OKNOB + CLEVELAND",,35.043352,-85.270812,,,,,,2
737,48,"40TH + SOUTHSIDE REC",,35.008167,-85.322993,,,,,,0
738,1801,"MARKET + 20TH",,35.030812,-85.308800,,,,,,2
743,1002,"10TH + LIBRARY",,35.044792,-85.311295,,,,,,2
744,1242,"ANGELA + 4910",,34.990302,-85.304890,,,,,,2
746,1910,"HIXSON PK + BAGWELL",,35.121967,-85.248592,,,,,,2
747,1174,"4TH AVE + 27TH",,35.012298,-85.282780,,,,,,2
748,2248,"MCCALLIE AVE + HOLTZCLAW",,35.038850,-85.282605,,,,,,2
749,2085,"M.L.KING BLVD + KING",,35.044505,-85.305017,,,,,,2
752,1167,"49TH + JEFFERY",,34.991815,-85.305763,,,,,,2
753,2370,"MARKET + SPS",,35.038600,-85.307433,,,,,,2
754,1494-cd,"GERMANTOWN + TERRELL",,35.032528,-85.241947,,,,,,0
756,1157,"40TH + BEN MILLER PK",,35.008127,-85.325267,,,,,,2
757,2201,"MARKET + FAMILY DOLLAR",,35.050703,-85.309532,,,,,,2
759,2040,"LEE HWY + HONEST STREET",,35.020348,-85.201830,,,,,,2
760,1424-cd,"HIXSON PIKE + WESTWOOD",,35.074283,-85.288295,,,,,,0
761,1587,"DODSON + APPLING",,35.067317,-85.252803,,,,,,2
762,1499-cd,"MAIN + MARKET",,35.035965,-85.306908,,,,,,0
763,2090,"M.L.KING BLVD + UNIVERSITY",,35.043265,-85.301885,,,,,,2
765,1378,"BROAD + JACKS ALLEY",,35.051580,-85.310570,,,,,,2
770,290,"STUART + WHEELER",,35.070890,-85.247797,,,,,,0
772,2147,"MAIN + WASHINGTON",,35.034293,-85.302410,,,,,,2
773,2193,"MARKET + 8TH - SUNTRUST BANK SHELTER",,35.047342,-85.309403,,,,,,2
774,3071,"BROAD + 3RD",,35.053342,-85.310898,,,,,,2
776,1067,"23RD + LYERLY",,35.016880,-85.276978,,,,,,2
777,2039,"LEE HWY + BI LO",,35.044445,-85.163365,,,,,,2
780,1259,"BAILEY AVE + SPRUCE",,35.037118,-85.285673,,,,,,2
782,1596,"DODSON + CUSHMAN",,35.070577,-85.251007,,,,,,2
783,1551,"DODDS + 29TH",,35.007753,-85.277837,,,,,,2
784,70,"HALSEY + DORSEY",,34.988672,-85.318558,,,,,,0
790,2258,"MCCALLIE AVE + PALMETTO",,35.043733,-85.295687,,,,,,2
791,2101,"MAIN + CENTRAL",,35.032072,-85.296832,,,,,,2
792,2203,"MARKET + CHOO CHOO",,35.037463,-85.307370,,,,,,2
793,1668,"GERMANTOWN + MENLO",,35.033447,-85.241470,,,,,,2
794,2860,"BAILEY AVE + WATKINS",,35.030705,-85.268905,,,,,,2
795,358,"HOLZCLAW + CHATTANOOGA HOUSING AUTHORITY",,35.049015,-85.277107,,,,,,0
796,1922,"HIXSON PK + E DALLAS",,35.081885,-85.289885,,,,,,2
797,1048,"DEE DRIVE + 3118",,35.055098,-85.241518,,,,,,0
798,1682,"GLENWOOD + 3RD",,35.037145,-85.261085,,,,,,2
799,2532,"WILCOX + TALLEY",,35.042975,-85.224400,,,,,,2
801,2150,"MAIN + WATKINS",,35.023385,-85.272973,,,,,,2
802,1896,"HIXSON PK + 1312",,35.070953,-85.289075,,,,,,2
803,2041,"LEE HWY + CHARLES",,35.023627,-85.196330,,,,,,2
807,1579,"DODDS + 48TH",,34.987830,-85.288343,,,,,,2
808,1906-cd,"WILSON + 49TH",,34.992494,-85.307946,,,,,,0
811,2165,"MARKET + 11TH  PATTEN TOWERS",,35.043448,-85.309277,,,,,,2
813,297,"CAMPBELL + MOON",,35.069498,-85.243775,,,,,,0
814,2098,"MAIN + BROAD",,35.037713,-85.311725,,,,,,2
816,2800,"MAIN + FORT",,35.038827,-85.314203,,,,,,2
819,2463,"UNION + WILLOW",,35.031527,-85.273530,,,,,,2
824,1311,"BRAINERD RD + LARCHMONT",,35.013535,-85.229518,,,,,,2
826,3101,"DODDS + 41ST",,34.995335,-85.284275,,,,,,2
827,1340,"BRAINERD RD + WOODVALE",,35.014107,-85.230868,,,,,,2
829,1799,"S MARKET + 17TH",,35.034138,-85.308195,,,,,,2
831,1852,"EASTWOOD MANOR",,35.043208,-85.224739,,,,,,2
833,1261,"BARTON + BAKER",,35.063065,-85.298897,,,,,,2
834,1578,"DODDS + 47TH",,34.988827,-85.287787,,,,,,2
835,1339,"BRAINERD RD + LABOR READY TEMP AGENCY",,35.026032,-85.250863,,,,,,2
836,1130,"3RD + HAWTHORNE",,35.041350,-85.273228,,,,,,2
837,2179,"MARKET + 26TH",,35.025917,-85.311487,,,,,,2
838,1961,"HIXSON PK + OZARK",,35.094123,-85.285372,,,,,,2
841,1326,"BRAINERD RD + SEQUOIA",,35.015283,-85.233762,,,,,,2
842,2914,"MARKET + FIRST HORIZON BANK (7TH)",,35.048120,-85.309547,,,,,,0
843,2663,"38TH + TENNESSEE AVE",,35.011027,-85.327397,,,,,,2
846,1292,"BRAINERD RD + BI LO",,35.017818,-85.238450,,,,,,2
847,1322,"BRAINERD RD + ROSEMONT",,35.026083,-85.251580,,,,,,2
848,2871,"BRAINERD RD + EASTGATE DR",,35.010633,-85.217755,,,,,,2
850,3070,"BROAD + 4TH",,35.052508,-85.310612,,,,,,2
853,509,"NORTHGATE MALL",,35.128857,-85.240707,,,,,,0
855,2014,"HOUSTON + M.L. KING BLVD",,35.044333,-85.305763,,,,,,2
856,795,"BROAD + 10TH",,35.045030,-85.310325,,,,,,0
864,1460,"MAIN + BROAD",,35.037535,-85.311042,,,,,,0
866,2,"BROAD + CHARGER",,35.015298,-85.323995,,,,,,2
867,1549,"28TH + DODDS",,35.009223,-85.277392,,,,,,2
870,1494,"CHAMBERLAIN + OCOEE",,35.054205,-85.255187,,,,,,2
871,1832,"TUNNEL BLVD + MAY STREET",,35.036542,-85.240926,,,,,,0
872,1200,"4TH + LINDSAY",,35.051825,-85.303205,,,,,,2
873,2873,"GREENWAY VW DR + WALMART",,35.009115,-85.206915,,,,,,2
875,2245,"MCCALLIE AVE + HICKORY",,35.036903,-85.277345,,,,,,2
876,1312,"BRAINERD RD + LONSDALE",,35.014667,-85.232490,,,,,,2
877,1931,"HIXSON PK + HAMILL",,35.118363,-85.249703,,,,,,2
878,1702,"GLENWOOD + ROBBINS",,35.042582,-85.257827,,,,,,2
879,1253,"BAILEY AVE + HOLLY",,35.035000,-85.280412,,,,,,2
880,1377,"BROAD + 4TH",,35.052032,-85.310818,,,,,,2
881,1268,"BARTON + NORMAL",,35.065028,-85.295178,,,,,,2
882,1223,"7TH + WALNUT",,35.048447,-85.307273,,,,,,2
885,426,"BROAD + M.L.KING",,35.045475,-85.310548,,,,,,0
886,1445,"CENTRAL + 41ST",,35.003795,-85.311487,,,,,,2
887,2317,"RIVERFRONT + GROVE",,35.042017,-85.319465,,,,,,2
888,1557,"DODDS + 32ND",,35.004403,-85.279665,,,,,,2
889,2178,"MARKET + 21ST",,35.030815,-85.309087,,,,,,2
891,2261,"MCCALLIE AVE + WARNER PK",,35.039625,-85.284623,,,,,,2
893,1958,"HIXSON PK + N SHADY",,35.078138,-85.289138,,,,,,2
894,2117,"MAIN + HAWTHORNE",,35.026497,-85.281333,,,,,,2
895,1033,"12TH + CARTER",,35.042455,-85.313537,,,,,,2
901,2202,"MARKET + CHOO CHOO",,35.037107,-85.307433,,,,,,2
903,1251,"BAILEY AVE + HICKORY",,35.034492,-85.279030,,,,,,2
905,2096,"MAIN + BEECH",,35.025848,-85.279427,,,,,,2
907,1675,"GERMANTOWN + TUNNEL BLVD",,35.035330,-85.241900,,,,,,2
908,1111,"38TH + KIRKLAND",,35.006287,-85.312615,,,,,,2
910,2006,"WORKMANS + DORRIS",,34.998288,-85.312742,,,,,,2
911,2060,"LEE HWY + ROBINSON",,35.043138,-85.165192,,,,,,2
912,1672,"GERMANTOWN + ROGERS ROAD",,35.030485,-85.243012,,,,,,2
913,2048,"LEE HWY + E BRAINERD ROAD",,35.017825,-85.205597,,,,,,2
914,2557,"WILLOW + OAK",,35.035810,-85.271352,,,,,,2
915,2051,"LEE HWY + INFINITI",,35.015723,-85.209188,,,,,,2
916,1316,"BRAINERD RD + MCBRIEN",,35.010777,-85.222968,,,,,,2
918,2453,"TUNNEL BLVD + SHALLOWFORD",,35.038385,-85.240120,,,,,,2
919,1953,"HIXSON PK + TACO BELL",,35.114893,-85.255665,,,,,,2
920,2559,"WILLOW + VINE",,35.036507,-85.271002,,,,,,2
921,1576,"DODDS + 45TH",,34.990385,-85.286612,,,,,,2
922,1173,"4TH AVE + 26TH",,35.013542,-85.282017,,,,,,2
923,2206,"MARKET + E 25TH",,35.027553,-85.310660,,,,,,2
924,34,"33RD + TARLTON",,35.016133,-85.317828,,,,,,0
925,1304,"BRAINERD RD + HOLIDAY BOWL",,35.010232,-85.218598,,,,,,2
926,53,"38TH + ALTON PK BLVD",,35.008483,-85.317892,,,,,,0
928,1310,"BRAINERD RD + LARCHMONT",,35.013498,-85.229772,,,,,,2
930,289,"STUART + TAYLOR",,35.071415,-85.249115,,,,,,0
931,1119,"3RD + CENTRAL",,35.046842,-85.287740,,,,,,2
932,3336,"EPB",,35.008492,-85.212193,,,,,,2
933,154,"SOUTHSIDE HEALTH CENTER",,35.006508,-85.307210,,,,,,0
937,2216,"MARKET + M.L.KING",,35.046062,-85.309340,,,,,,2
938,1373,"BROAD + GLENVIEW",,35.017135,-85.322597,,,,,,2
939,1446,"CENTRAL + 42ND",,35.002018,-85.312440,,,,,,2
940,147,"49TH + 715",,34.992102,-85.306575,,,,,,0
941,2433,"TUNNEL BLVD + COGSWELL",,35.062847,-85.228453,,,,,,2
943,55,"38TH + CHANDLER AVE",,35.007200,-85.315268,,,,,,0
946,1113,"38TH + OHLS",,35.007617,-85.316223,,,,,,2
947,1614,"5232 USHER",,34.989160,-85.316315,,,,,,2
948,1065-cd,"TUNNEL BLVD + 1819",,35.049853,-85.235987,,,,,,0
953,2841,"GREENWAY VIEW DR + BRAINERD",,35.013257,-85.210317,,,,,,2
954,1297,"BRAINERD RD + BROOKS",,35.010498,-85.222222,,,,,,2
955,2438,"TUNNEL BLVD + HILLWOOD",,35.048669,-85.236597,,,,,,2
956,1804,"S MARKET + E 25TH",,35.026485,-85.310993,,,,,,2
958,2092,"MABEL + BATTERY PLACE",,35.051562,-85.299422,,,,,,2
959,2004,"CENTRAL + WORKMANS",,34.998713,-85.314267,,,,,,2
961,1933,"HIXSON PK + HANOVER",,35.068335,-85.289408,,,,,,2
962,2251,"MCCALLIE AVE + KILMER",,35.032425,-85.265360,,,,,,2
963,1798,"S MARKET + 16TH",,35.035092,-85.307750,,,,,,2
965,2293,"ORCHARD KNOB + 3RD",,35.041147,-85.271957,,,,,,2
966,3341,"LEE HWY + MCKAYS",,35.034865,-85.178623,,,,,,2
967,2103,"MAIN + CHESTNUT",,35.038480,-85.313235,,,,,,2
968,2461,"UNION + LYERLY",,35.030438,-85.270510,,,,,,2
970,1248,"BAILEY AVE + DUNCAN",,35.031607,-85.265995,,,,,,2
972,1836,"NORTH MOORE + SHAWHAN",,35.037800,-85.219538,,,,,,0
974,2062,"LEE HWY + RYANS",,35.039283,-85.171360,,,,,,2
975,3214,"ROSSVILLE BLVD + 50TH",,34.985510,-85.287109,,,,,,2
976,78,"51ST + WOODLAND VIEW",,34.989903,-85.307782,,,,,,0
977,3215,"ROSSVILLE BLVD + 49TH",,34.986369,-85.287605,,,,,,2
980,1306,"BRAINERD RD + HOWELL",,35.011592,-85.224717,,,,,,2
981,2106,"MAIN + CYPRESS",,35.040340,-85.318273,,,,,,2
983,2256,"MCCALLIE AVE + ONEAL",,35.041393,-85.289520,,,,,,2
984,1247,"BAILEY AVE + CHAMBERLAIN",,35.030943,-85.266950,,,,,,2
987,2155,"MAIN + WILLOW",,35.025102,-85.277392,,,,,,2
988,2321,"RIVERSIDE + RIVER PARK",,35.056017,-85.281080,,,,,,2
989,2169,"MARKET + W 14TH",,35.038577,-85.307560,,,,,,2
992,5286,"ANGELA + WOODLAND VIEW",,34.989585,-85.304620,,,,,,0
994,1945,"HIXSON PK + LUPTON",,35.104447,-85.273545,,,,,,2
995,1343,"BROAD + 11TH",,35.044083,-85.310532,,,,,,2
996,1763,"ROANOKE + OCOEE",,35.056493,-85.262372,,,,,,2
999,562,"N POINT BLVD + OWEN CYCLERY",,35.138680,-85.244188,,,,,,0
1001,1177-cd,"MAIN + OKNOB",,35.025972,-85.279888,,,,,,0
1007,1212,"52ND + WILSON",,34.988990,-85.310040,,,,,,2
1009,2556,"WILLOW + MCCALLIE",,35.034670,-85.271893,,,,,,2
1010,1482,"CHAMBERLAIN + EMMA",,35.060880,-85.251500,,,,,,2
1011,1037,"12TH + POPLAR",,35.043265,-85.315603,,,,,,2
1012,1496,"CHAMBERLAIN + OLIVE",,35.055337,-85.254567,,,,,,2
1018,2609,"BRAINERD + GERMANTOWN",,35.024347,-85.246812,,,,,,2
1019,1979,"HIXSON PK + W FAIRFAX",,35.112378,-85.266647,,,,,,2
1020,1566-cd,"SHUTTLE PARK NORTH - INTERNAL",,35.054030,-85.311470,,,,,,0
1021,2665,"33RD + WILLIAMS",,35.016888,-85.320228,,,,,,2
1024,2440,"TUNNEL BLVD + HOYT",,35.042538,-85.238625,,,,,,2
1025,1487,"CHAMBERLAIN + GILBERT",,35.056307,-85.254043,,,,,,2
1026,2237,"MCCALLIE AVE + CENTRAL",,35.042073,-85.291348,,,,,,2
1028,2304,"OKNOB + MILNE",,35.048263,-85.268078,,,,,,2
1030,1803,"S MARKET + D M WHITE",,35.019952,-85.311502,,,,,,2
1035,1433,"CARTER  + DAYS INN",,35.044640,-85.312312,,,,,,2
1039,1938,"HIXSON PK + HIGHWOOD",,35.114962,-85.253328,,,,,,2
1040,1488,"CHAMBERLAIN + GLASS",,35.065240,-85.249115,,,,,,2
1041,1855,"SHALLOWFORD + NORTH MOORE",,35.043397,-85.219155,,,,,,2
1043,50,"PIROLA + 37TH",,35.010590,-85.320307,,,,,,0
1045,2510,"WILCOX + GREENWOOD",,35.048088,-85.242662,,,,,,2
1046,1334,"BRAINERD RD + TUNNEL BLVD",,35.025717,-85.248528,,,,,,2
1047,64,"CENTRAL + VELSICOL 2",,34.994585,-85.316525,,,,,,0
1049,2250,"MCCALLIE AVE + KELLY",,35.034348,-85.270447,,,,,,2
1050,2296,"ORCHARD KNOB + BLACKFORD",,35.042605,-85.271177,,,,,,2
1053,1983,"HIXSON PK + WOODHILL",,35.079655,-85.289758,,,,,,2
1054,1034,"12TH + HUMAN SERVICE",,35.043607,-85.315952,,,,,,2
1056,2125,"MAIN + JEFFERSON",,35.033378,-85.300200,,,,,,2
1057,2740,"ORCHARD KNOB + GARFIELD",,35.041462,-85.271638,,,,,,2
1058,7,"BROAD + CHARGER",,35.015212,-85.323852,,,,,,2
1060,1568,"DODDS + 39TH",,34.997235,-85.283242,,,,,,2
1061,580,"HIXSON PK + FOREST HIGHLAND",,35.113130,-85.263388,,,,,,0
1064,1138,"3RD + HOLTZCLAW",,35.043718,-85.279648,,,,,,2
1068,559,"NORTHGATE + T.J.MAXX",,35.130923,-85.242043,,,,,,0
1069,1594,"DODSON + CRUTCHFIELD",,35.064485,-85.254393,,,,,,2
1070,3160,"HOUSTON + MARKET",,35.042000,-85.308670,,,,,,2
1071,1194,"4TH AVE + FOUST",,35.013033,-85.282367,,,,,,2
1072,1691,"GLENWOOD + IVY",,35.034547,-85.262420,,,,,,2
1076,1252,"BAILEY AVE + HIGHLAND PK",,35.035517,-85.281795,,,,,,2
1078,2229,"MARKET + W 25TH",,35.026735,-85.311025,,,,,,2
1079,1566,"DODDS + 38TH",,34.998348,-85.282733,,,,,,2
1082,1688,"GLENWOOD + 5TH",,35.035365,-85.261990,,,,,,2
1083,2442,"TUNNEL BLVD + JONES",,35.045794,-85.237682,,,,,,2
1084,870,"BRAINERD + CONOCO",,35.015962,-85.208617,,,,,,0
1085,2230,"MARKET + WAREHOUSE ROW",,35.042880,-85.309102,,,,,,2
1089,1589,"DODSON + BACHMAN",,35.069467,-85.251612,,,,,,2
1090,2240,"MCCALLIE AVE + DOUGLAS",,35.045875,-85.301393,,,,,,2
1094,1984,"HIXSON PK + YMCA",,35.115197,-85.251818,,,,,,2
1095,743,"MARKET + WILLIAMS",,35.036918,-85.308832,,,,,,0
1096,1572,"DODDS + 43RD",,34.992928,-85.285673,,,,,,2
1097,1303,"BRAINERD RD + HANEY",,35.014070,-85.231155,,,,,,2
1099,1941,"HIXSON PK + KENSINGTON",,35.113042,-85.262530,,,,,,2
1101,2553,"WILLOW + IVY",,35.037455,-85.270447,,,,,,2
1102,1128,"3RD + HAMPTON",,35.048327,-85.292078,,,,,,2
1103,1267,"BARTON + NORMAL",,35.064968,-85.295178,,,,,,2
1104,1974,"HIXSON PK + S SHADY",,35.076735,-85.288423,,,,,,2
1106,1228,"ALTON PK BLVD + 31ST",,35.017273,-85.312997,,,,,,2
1107,1049-cd,"DEE DRIVE + GREENWOOD",,35.054375,-85.240803,,,,,,0
1108,2506,"WILCOX + DOGWOOD",,35.046162,-85.233635,,,,,,2
1109,1309,"CASTLE DENTAL",,35.008388,-85.212082,,,,,,2
1110,2050,"LEE HWY + HICKORY VALLEY",,35.041008,-85.168753,,,,,,2
1113,1853,"BRAINERD ROAD + BELAIRE DRIVE",,35.011285,-85.215625,,,,,,0
1114,1503,"DODDS + 21ST",,35.016522,-85.273117,,,,,,0
1117,1152,"3RD + WARNER PARK",,35.043972,-85.280540,,,,,,2
1118,2724,"GLENWOOD + 4TH",,35.036200,-85.261545,,,,,,2
1119,1168,"49TH + WILSON",,34.992518,-85.307750,,,,,,2
1121,1567,"DODDS + 38TH",,34.998025,-85.282828,,,,,,2
1123,1317,"BRAINERD RD + MCBRIEN",,35.010863,-85.222778,,,,,,2
1125,1962,"HIXSON PK + OZARK",,35.094163,-85.285292,,,,,,2
1130,1142,"3RD + MABEL",,35.051288,-85.299295,,,,,,2
1132,1552,"DODDS + 30TH",,35.006930,-85.278187,,,,,,2
1133,1107,"38TH + HIGHLAND",,35.006708,-85.313758,,,,,,2
1134,1499,"CHAMBERLAIN + WILCOX",,35.051538,-85.256633,,,,,,2
1136,3339,"EASTGATE LOOP IB 2ND STOP",,35.009430,-85.212860,,,,,,2
1139,43,"TENN AVE + SUNTRUST BANK",,35.011425,-85.327285,,,,,,0
1140,355,"HOLZCLAW + WILCOX",,35.055130,-85.269413,,,,,,0
1141,2437,"TUNNEL BLVD + GREEN FOR",,35.057400,-85.231362,,,,,,2
1142,1735,"TUNNEL + RIDGSIDE ROAD",,35.032623,-85.245063,,,,,,2
1143,1982,"HIXSON PK + WOODHILL",,35.079592,-85.289695,,,,,,2
1145,1327,"BRAINERD RD + ST MARKS",,35.011985,-85.226148,,,,,,2
1148,2566,"WILSON + WORKMANS",,34.995670,-85.306162,,,,,,2
1149,1599,"DODSON + FAIRLEIGH",,35.068410,-85.252183,,,,,,2
1150,1330,"BRAINERD RD + SWEETBRIAR",,35.015542,-85.234700,,,,,,2
1151,1774,"ROANOKE + WILSON",,35.052325,-85.264740,,,,,,2
1153,1957,"HIXSON PK + N SHADY",,35.078125,-85.289233,,,,,,2
1157,1077,"33RD + ALTON PK BLVD",,35.014933,-85.314602,,,,,,2
1158,1734,"TUNNEL + RIDGEVALE AVENUE",,35.030375,-85.246287,,,,,,0
1159,1681,"GLENWOOD + 3RD",,35.036725,-85.261037,,,,,,2
1160,2073,"LEE HWY + WHIRLAWAY",,35.022825,-85.197602,,,,,,2
1161,1550,"DODDS + 29TH",,35.008098,-85.277615,,,,,,2
1162,1246,"BAILEY AVE + BEECH",,35.032798,-85.274420,,,,,,2
1163,1120,"3RD + CHERRY",,35.053548,-85.308418,,,,,,2
1164,1689,"GLENWOOD + CHAMBERLAIN",,35.049357,-85.257683,,,,,,2
1165,1420,"HIXSON PIKE + 1324",,35.072027,-85.288708,,,,,,2
